车次,日期.y,车站.y,实际到达.y,实际出发.y,图定到达.y,图定出发.y,轨道.y
G1138,2015-03-26,英德西,2015-3-26 13:32,2015-3-26 13:34,2015-3-26 13:34,2015-3-26 13:36,4道
G1304,2015-03-26,英德西,2015-3-26 13:44,2015-3-26 13:44,2015-3-26 13:44,2015-3-26 13:44,II道
G634,2015-03-26,英德西,2015-3-26 13:47,2015-3-26 13:47,2015-3-26 13:50,2015-3-26 13:50,II道
G1004,2015-03-26,英德西,2015-3-26 13:57,2015-3-26 13:57,2015-3-26 13:56,2015-3-26 13:56,II道
G6110,2015-03-26,英德西,2015-3-26 14:01,2015-3-26 14:01,2015-3-26 14:02,2015-3-26 14:02,II道
G6142,2015-03-26,英德西,2015-3-26 14:07,2015-3-26 14:07,2015-3-26 14:08,2015-3-26 14:08,II道
G1016,2015-03-26,英德西,2015-3-26 14:22,2015-3-26 14:22,2015-3-26 14:24,2015-3-26 14:24,II道
G6020,2015-03-26,英德西,2015-3-26 14:30,2015-3-26 14:32,2015-3-26 14:32,2015-3-26 14:34,4道
G1022,2015-03-26,英德西,2015-3-26 14:40,2015-3-26 14:40,2015-3-26 14:42,2015-3-26 14:42,II道
G280,2015-03-26,英德西,2015-3-26 14:44,2015-3-26 14:44,2015-3-26 14:47,2015-3-26 14:47,II道
G1302,2015-03-26,英德西,2015-3-26 15:04,2015-3-26 15:04,2015-3-26 15:07,2015-3-26 15:07,II道
G840,2015-03-26,英德西,2015-3-26 15:12,2015-3-26 15:12,2015-3-26 15:12,2015-3-26 15:12,II道
G6114,2015-03-26,英德西,2015-3-26 15:25,2015-3-26 15:25,2015-3-26 15:26,2015-3-26 15:26,II道
G1402,2015-03-26,英德西,2015-3-26 15:32,2015-3-26 15:34,2015-3-26 15:33,2015-3-26 15:35,4道
G6018,2015-03-26,英德西,2015-3-26 15:44,2015-3-26 15:44,2015-3-26 15:44,2015-3-26 15:44,II道
G1010,2015-03-26,英德西,2015-3-26 15:52,2015-3-26 15:52,2015-3-26 15:52,2015-3-26 15:52,II道
G78,2015-03-26,英德西,2015-3-26 15:58,2015-3-26 15:58,2015-3-26 15:59,2015-3-26 15:59,II道
G1134,2015-03-26,英德西,2015-3-26 16:04,2015-3-26 16:04,2015-3-26 16:06,2015-3-26 16:06,II道
G6102,2015-03-26,英德西,2015-3-26 16:12,2015-3-26 16:12,2015-3-26 16:12,2015-3-26 16:12,II道
G6028,2015-03-26,英德西,2015-3-26 16:17,2015-3-26 16:17,2015-3-26 16:19,2015-3-26 16:19,II道
G1020,2015-03-26,英德西,2015-3-26 16:33,2015-3-26 16:33,2015-3-26 16:33,2015-3-26 16:33,II道
G72,2015-03-26,英德西,2015-3-26 16:37,2015-3-26 16:37,2015-3-26 16:38,2015-3-26 16:38,II道
G822,2015-03-26,英德西,2015-3-26 16:46,2015-3-26 16:48,2015-3-26 16:48,2015-3-26 16:50,4道
G1012,2015-03-26,英德西,2015-3-26 17:02,2015-3-26 17:02,2015-3-26 17:03,2015-3-26 17:03,II道
G6104,2015-03-26,英德西,2015-3-26 17:06,2015-3-26 17:06,2015-3-26 17:08,2015-3-26 17:08,II道
G6152,2015-03-26,英德西,2015-3-26 17:23,2015-3-26 17:24,2015-3-26 17:23,2015-3-26 17:25,4道
G68,2015-03-26,英德西,2015-3-26 17:31,2015-3-26 17:31,2015-3-26 17:32,2015-3-26 17:32,II道
G1122,2015-03-26,英德西,2015-3-26 17:40,2015-3-26 17:42,2015-3-26 17:41,2015-3-26 17:43,4道
G6024,2015-03-26,英德西,2015-3-26 17:50,2015-3-26 17:50,2015-3-26 17:52,2015-3-26 17:52,II道
G1102,2015-03-26,英德西,2015-3-26 18:04,2015-3-26 18:04,2015-3-26 18:03,2015-3-26 18:03,II道
G1140,2015-03-26,英德西,2015-3-26 18:19,2015-3-26 18:19,2015-3-26 18:20,2015-3-26 18:20,II道
G6016,2015-03-26,英德西,2015-3-26 18:25,2015-3-26 18:25,2015-3-26 18:26,2015-3-26 18:26,II道
G6132,2015-03-26,英德西,2015-3-26 18:35,2015-3-26 18:35,2015-3-26 18:37,2015-3-26 18:37,II道
G1112,2015-03-26,英德西,2015-3-26 18:41,2015-3-26 18:41,2015-3-26 18:43,2015-3-26 18:43,II道
G6120,2015-03-26,英德西,2015-3-26 18:48,2015-3-26 18:48,2015-3-26 18:50,2015-3-26 18:50,II道
G96,2015-03-26,英德西,2015-3-26 19:09,2015-3-26 19:09,2015-3-26 19:10,2015-3-26 19:10,II道
G6108,2015-03-26,英德西,2015-3-26 19:31,2015-3-26 19:31,2015-3-26 19:33,2015-3-26 19:33,II道
G554,2015-03-26,英德西,2015-3-26 19:45,2015-3-26 19:45,2015-3-26 19:46,2015-3-26 19:46,II道
G66,2015-03-26,英德西,2015-3-26 19:53,2015-3-26 19:53,2015-3-26 19:53,2015-3-26 19:53,II道
G542,2015-03-26,英德西,2015-3-26 20:20,2015-3-26 20:20,2015-3-26 20:21,2015-3-26 20:21,II道
G6106,2015-03-26,英德西,2015-3-26 20:25,2015-3-26 20:25,2015-3-26 20:27,2015-3-26 20:27,II道
G70,2015-03-26,英德西,2015-3-26 21:16,2015-3-26 21:18,2015-3-26 21:16,2015-3-26 21:18,4道
G80,2015-03-26,英德西,2015-3-26 21:24,2015-3-26 21:24,2015-3-26 21:26,2015-3-26 21:26,II道
G1008,2015-03-26,英德西,2015-3-26 21:32,2015-3-26 21:32,2015-3-26 21:33,2015-3-26 21:33,II道
G1402,2015-03-27,英德西,2015-3-27 7:18,2015-3-27 7:18,2015-3-27 7:20,2015-3-27 7:20,II道
G6110,2015-03-27,英德西,2015-3-27 7:24,2015-3-27 7:24,2015-3-27 7:26,2015-3-27 7:26,II道
G1118,2015-03-27,英德西,2015-3-27 7:31,2015-3-27 7:31,2015-3-27 7:33,2015-3-27 7:33,II道
G542,2015-03-27,英德西,2015-3-27 7:37,2015-3-27 7:37,2015-3-27 7:39,2015-3-27 7:39,II道
G1132,2015-03-27,英德西,2015-3-27 7:50,2015-3-27 7:50,2015-3-27 7:51,2015-3-27 7:51,II道
G1104,2015-03-27,英德西,2015-3-27 7:55,2015-3-27 7:55,2015-3-27 7:56,2015-3-27 7:56,II道
G6016,2015-03-27,英德西,2015-3-27 8:06,2015-3-27 8:06,2015-3-27 8:06,2015-3-27 8:06,II道
G1014,2015-03-27,英德西,2015-3-27 8:12,2015-3-27 8:12,2015-3-27 8:13,2015-3-27 8:13,II道
G1136,2015-03-27,英德西,2015-3-27 8:17,2015-3-27 8:17,2015-3-27 8:19,2015-3-27 8:19,II道
G548,2015-03-27,英德西,2015-3-27 8:23,2015-3-27 8:23,2015-3-27 8:26,2015-3-27 8:26,II道
G1306,2015-03-27,英德西,2015-3-27 8:32,2015-3-27 8:32,2015-3-27 8:33,2015-3-27 8:33,II道
G76,2015-03-27,英德西,2015-3-27 8:38,2015-3-27 8:38,2015-3-27 8:38,2015-3-27 8:38,II道
G6104,2015-03-27,英德西,2015-3-27 8:50,2015-3-27 8:50,2015-3-27 8:51,2015-3-27 8:51,II道
G1110,2015-03-27,英德西,2015-3-27 9:03,2015-3-27 9:03,2015-3-27 9:04,2015-3-27 9:04,II道
G1106,2015-03-27,英德西,2015-3-27 9:07,2015-3-27 9:07,2015-3-27 9:08,2015-3-27 9:08,II道
G682,2015-03-27,英德西,2015-3-27 9:17,2015-3-27 9:19,2015-3-27 9:17,2015-3-27 9:19,4道
G1016,2015-03-27,英德西,2015-3-27 9:26,2015-3-27 9:26,2015-3-27 9:28,2015-3-27 9:28,II道
G836,2015-03-27,英德西,2015-3-27 9:31,2015-3-27 9:31,2015-3-27 9:34,2015-3-27 9:34,II道
G6112,2015-03-27,英德西,2015-3-27 9:39,2015-3-27 9:39,2015-3-27 9:40,2015-3-27 9:40,II道
G1032,2015-03-27,英德西,2015-3-27 9:47,2015-3-27 9:47,2015-3-27 9:48,2015-3-27 9:48,II道
G1406,2015-03-27,英德西,2015-3-27 9:55,2015-3-27 9:57,2015-3-27 9:56,2015-3-27 9:58,4道
G822,2015-03-27,英德西,2015-3-27 10:04,2015-3-27 10:04,2015-3-27 10:06,2015-3-27 10:06,II道
G826,2015-03-27,英德西,2015-3-27 10:11,2015-3-27 10:11,2015-3-27 10:12,2015-3-27 10:12,II道
G6020,2015-03-27,英德西,2015-3-27 10:21,2015-3-27 10:22,2015-3-27 10:22,2015-3-27 10:24,4道
G6022,2015-03-27,英德西,2015-3-27 10:33,2015-3-27 10:33,2015-3-27 10:33,2015-3-27 10:33,II道
G6106,2015-03-27,英德西,2015-3-27 10:37,2015-3-27 10:37,2015-3-27 10:38,2015-3-27 10:38,II道
G276,2015-03-27,英德西,2015-3-27 10:47,2015-3-27 10:47,2015-3-27 10:45,2015-3-27 10:45,II道
G1112,2015-03-27,英德西,2015-3-27 10:54,2015-3-27 10:55,2015-3-27 10:52,2015-3-27 10:54,4道
G832,2015-03-27,英德西,2015-3-27 11:00,2015-3-27 11:00,2015-3-27 11:03,2015-3-27 11:03,II道
G6122,2015-03-27,英德西,2015-3-27 11:05,2015-3-27 11:05,2015-3-27 11:08,2015-3-27 11:08,II道
G546,2015-03-27,英德西,2015-3-27 11:11,2015-3-27 11:11,2015-3-27 11:13,2015-3-27 11:13,II道
G1404,2015-03-27,英德西,2015-3-27 11:27,2015-3-27 11:27,2015-3-27 11:25,2015-3-27 11:25,II道
G1124,2015-03-27,英德西,2015-3-27 11:30,2015-3-27 11:30,2015-3-27 11:30,2015-3-27 11:30,II道
G636,2015-03-27,英德西,2015-3-27 11:36,2015-3-27 11:38,2015-3-27 11:38,2015-3-27 11:40,4道
G6012,2015-03-27,英德西,2015-3-27 11:47,2015-3-27 11:47,2015-3-27 11:48,2015-3-27 11:48,II道
G6102,2015-03-27,英德西,2015-3-27 11:55,2015-3-27 11:55,2015-3-27 11:56,2015-3-27 11:56,II道
G1130,2015-03-27,英德西,2015-3-27 12:02,2015-3-27 12:02,2015-3-27 12:03,2015-3-27 12:03,II道
G6014,2015-03-27,英德西,2015-3-27 12:10,2015-3-27 12:12,2015-3-27 12:12,2015-3-27 12:14,4道
G1126,2015-03-27,英德西,2015-3-27 12:22,2015-3-27 12:22,2015-3-27 12:21,2015-3-27 12:21,II道
G1302,2015-03-27,英德西,2015-3-27 12:27,2015-3-27 12:27,2015-3-27 12:27,2015-3-27 12:27,II道
G638,2015-03-27,英德西,2015-3-27 12:32,2015-3-27 12:32,2015-3-27 12:33,2015-3-27 12:33,II道
G1304,2015-03-27,英德西,2015-3-27 12:40,2015-3-27 12:42,2015-3-27 12:41,2015-3-27 12:43,4道
G86,2015-03-27,英德西,2015-3-27 12:49,2015-3-27 12:49,2015-3-27 12:50,2015-3-27 12:50,II道
G1138,2015-03-27,英德西,2015-3-27 12:58,2015-3-27 12:58,2015-3-27 12:57,2015-3-27 12:57,II道
G6002,2015-03-27,英德西,2015-3-27 13:02,2015-3-27 13:02,2015-3-27 13:03,2015-3-27 13:03,II道
G6114,2015-03-27,英德西,2015-3-27 13:14,2015-3-27 13:14,2015-3-27 13:15,2015-3-27 13:15,II道
G532,2015-03-27,英德西,2015-3-27 13:22,2015-3-27 13:22,2015-3-27 13:23,2015-3-27 13:23,II道
G6018,2015-03-27,英德西,2015-3-27 13:33,2015-3-27 13:34,2015-3-27 13:34,2015-3-27 13:36,4道
G6024,2015-03-27,英德西,2015-3-27 13:42,2015-3-27 13:42,2015-3-27 13:44,2015-3-27 13:44,II道
G634,2015-03-27,英德西,2015-3-27 13:48,2015-3-27 13:48,2015-3-27 13:50,2015-3-27 13:50,II道
G1008,2015-03-27,英德西,2015-3-27 13:55,2015-3-27 13:55,2015-3-27 13:56,2015-3-27 13:56,II道
G1128,2015-03-27,英德西,2015-3-27 14:01,2015-3-27 14:01,2015-3-27 14:02,2015-3-27 14:02,II道
G1004,2015-03-27,英德西,2015-3-27 14:07,2015-3-27 14:07,2015-3-27 14:08,2015-3-27 14:08,II道
G1018,2015-03-27,英德西,2015-3-27 14:21,2015-3-27 14:21,2015-3-27 14:24,2015-3-27 14:24,II道
G1022,2015-03-27,英德西,2015-3-27 14:30,2015-3-27 14:31,2015-3-27 14:32,2015-3-27 14:34,4道
G74,2015-03-27,英德西,2015-3-27 14:40,2015-3-27 14:40,2015-3-27 14:42,2015-3-27 14:42,II道
G280,2015-03-27,英德西,2015-3-27 14:46,2015-3-27 14:46,2015-3-27 14:47,2015-3-27 14:47,II道
G6108,2015-03-27,英德西,2015-3-27 14:51,2015-3-27 14:51,2015-3-27 14:53,2015-3-27 14:53,II道
G1116,2015-03-27,英德西,2015-3-27 15:04,2015-3-27 15:04,2015-3-27 15:07,2015-3-27 15:07,II道
G78,2015-03-27,英德西,2015-3-27 15:10,2015-3-27 15:10,2015-3-27 15:12,2015-3-27 15:12,II道
G1114,2015-03-27,英德西,2015-3-27 15:24,2015-3-27 15:24,2015-3-27 15:26,2015-3-27 15:26,II道
G1134,2015-03-27,英德西,2015-3-27 15:32,2015-3-27 15:34,2015-3-27 15:33,2015-3-27 15:35,4道
G70,2015-03-27,英德西,2015-3-27 15:44,2015-3-27 15:44,2015-3-27 15:44,2015-3-27 15:44,II道
G6152,2015-03-27,英德西,2015-3-27 15:51,2015-3-27 15:51,2015-3-27 15:52,2015-3-27 15:52,II道
G1102,2015-03-27,英德西,2015-3-27 15:58,2015-3-27 15:58,2015-3-27 15:59,2015-3-27 15:59,II道
G552,2015-03-27,英德西,2015-3-27 16:05,2015-3-27 16:05,2015-3-27 16:06,2015-3-27 16:06,II道
G1020,2015-03-27,英德西,2015-3-27 16:12,2015-3-27 16:12,2015-3-27 16:12,2015-3-27 16:12,II道
G6028,2015-03-27,英德西,2015-3-27 16:18,2015-3-27 16:18,2015-3-27 16:19,2015-3-27 16:19,II道
G6116,2015-03-27,英德西,2015-3-27 16:32,2015-3-27 16:32,2015-3-27 16:33,2015-3-27 16:33,II道
G72,2015-03-27,英德西,2015-3-27 16:36,2015-3-27 16:36,2015-3-27 16:38,2015-3-27 16:38,II道
G6132,2015-03-27,英德西,2015-3-27 16:47,2015-3-27 16:50,2015-3-27 16:48,2015-3-27 16:50,4道
G544,2015-03-27,英德西,2015-3-27 17:01,2015-3-27 17:01,2015-3-27 17:03,2015-3-27 17:03,II道
G6118,2015-03-27,英德西,2015-3-27 17:07,2015-3-27 17:07,2015-3-27 17:08,2015-3-27 17:08,II道
G554,2015-03-27,英德西,2015-3-27 17:14,2015-3-27 17:14,2015-3-27 17:15,2015-3-27 17:15,II道
G1140,2015-03-27,英德西,2015-3-27 17:22,2015-3-27 17:23,2015-3-27 17:23,2015-3-27 17:25,4道
G1012,2015-03-27,英德西,2015-3-27 17:31,2015-3-27 17:31,2015-3-27 17:32,2015-3-27 17:32,II道
G632,2015-03-27,英德西,2015-3-27 17:39,2015-3-27 17:42,2015-3-27 17:41,2015-3-27 17:43,4道
G840,2015-03-27,英德西,2015-3-27 17:49,2015-3-27 17:49,2015-3-27 17:52,2015-3-27 17:52,II道
G1010,2015-03-27,英德西,2015-3-27 18:02,2015-3-27 18:02,2015-3-27 18:03,2015-3-27 18:03,II道
G96,2015-03-27,英德西,2015-3-27 18:19,2015-3-27 18:19,2015-3-27 18:20,2015-3-27 18:20,II道
G6026,2015-03-27,英德西,2015-3-27 18:26,2015-3-27 18:26,2015-3-27 18:26,2015-3-27 18:26,II道
G80,2015-03-27,英德西,2015-3-27 18:35,2015-3-27 18:35,2015-3-27 18:37,2015-3-27 18:37,II道
G1108,2015-03-27,英德西,2015-3-27 18:41,2015-3-27 18:41,2015-3-27 18:43,2015-3-27 18:43,II道
G6120,2015-03-27,英德西,2015-3-27 18:47,2015-3-27 18:47,2015-3-27 18:50,2015-3-27 18:50,II道
G6142,2015-03-27,英德西,2015-3-27 19:10,2015-3-27 19:10,2015-3-27 19:10,2015-3-27 19:10,II道
G1120,2015-03-27,英德西,2015-3-27 19:33,2015-3-27 19:33,2015-3-27 19:33,2015-3-27 19:33,II道
G66,2015-03-27,英德西,2015-3-27 19:46,2015-3-27 19:46,2015-3-27 19:46,2015-3-27 19:46,II道
G818,2015-03-27,英德西,2015-3-27 19:51,2015-3-27 19:51,2015-3-27 19:53,2015-3-27 19:53,II道
G1006,2015-03-27,英德西,2015-3-27 20:20,2015-3-27 20:20,2015-3-27 20:21,2015-3-27 20:21,II道
G1122,2015-03-27,英德西,2015-3-27 20:25,2015-3-27 20:25,2015-3-27 20:27,2015-3-27 20:27,II道
G68,2015-03-27,英德西,2015-3-27 21:16,2015-3-27 21:18,2015-3-27 21:16,2015-3-27 21:18,4道
G1002,2015-03-27,英德西,2015-3-27 21:25,2015-3-27 21:25,2015-3-27 21:26,2015-3-27 21:26,II道
G94,2015-03-27,英德西,2015-3-27 21:32,2015-3-27 21:32,2015-3-27 21:33,2015-3-27 21:33,II道
G1108,2015-03-28,英德西,2015-3-28 7:20,2015-3-28 7:20,2015-3-28 7:20,2015-3-28 7:20,II道
G6110,2015-03-28,英德西,2015-3-28 7:25,2015-3-28 7:25,2015-3-28 7:26,2015-3-28 7:26,II道
G836,2015-03-28,英德西,2015-3-28 7:31,2015-3-28 7:31,2015-3-28 7:33,2015-3-28 7:33,II道
G1002,2015-03-28,英德西,2015-3-28 7:38,2015-3-28 7:38,2015-3-28 7:39,2015-3-28 7:39,II道
G1132,2015-03-28,英德西,2015-3-28 7:49,2015-3-28 7:49,2015-3-28 7:51,2015-3-28 7:51,II道
G1104,2015-03-28,英德西,2015-3-28 7:56,2015-3-28 7:56,2015-3-28 7:56,2015-3-28 7:56,II道
G1118,2015-03-28,英德西,2015-3-28 8:03,2015-3-28 8:03,2015-3-28 8:06,2015-3-28 8:06,II道
G546,2015-03-28,英德西,2015-3-28 8:12,2015-3-28 8:12,2015-3-28 8:13,2015-3-28 8:13,II道
G1136,2015-03-28,英德西,2015-3-28 8:17,2015-3-28 8:17,2015-3-28 8:19,2015-3-28 8:19,II道
G74,2015-03-28,英德西,2015-3-28 8:25,2015-3-28 8:25,2015-3-28 8:26,2015-3-28 8:26,II道
G1306,2015-03-28,英德西,2015-3-28 8:33,2015-3-28 8:33,2015-3-28 8:33,2015-3-28 8:33,II道
G76,2015-03-28,英德西,2015-3-28 8:40,2015-3-28 8:40,2015-3-28 8:38,2015-3-28 8:38,II道
G6116,2015-03-28,英德西,2015-3-28 8:51,2015-3-28 8:51,2015-3-28 8:51,2015-3-28 8:51,II道
G818,2015-03-28,英德西,2015-3-28 9:04,2015-3-28 9:04,2015-3-28 9:04,2015-3-28 9:04,II道
G1106,2015-03-28,英德西,2015-3-28 9:09,2015-3-28 9:09,2015-3-28 9:08,2015-3-28 9:08,II道
G548,2015-03-28,英德西,2015-3-28 9:16,2015-3-28 9:17,2015-3-28 9:17,2015-3-28 9:19,4道
G1016,2015-03-28,英德西,2015-3-28 9:29,2015-3-28 9:29,2015-3-28 9:28,2015-3-28 9:28,II道
G68,2015-03-28,英德西,2015-3-28 9:33,2015-3-28 9:33,2015-3-28 9:34,2015-3-28 9:34,II道
G6112,2015-03-28,英德西,2015-3-28 9:38,2015-3-28 9:38,2015-3-28 9:40,2015-3-28 9:40,II道
G632,2015-03-28,英德西,2015-3-28 9:47,2015-3-28 9:47,2015-3-28 9:48,2015-3-28 9:48,II道
G1406,2015-03-28,英德西,2015-3-28 9:55,2015-3-28 9:56,2015-3-28 9:56,2015-3-28 9:58,4道
G532,2015-03-28,英德西,2015-3-28 10:04,2015-3-28 10:04,2015-3-28 10:06,2015-3-28 10:06,II道
G6118,2015-03-28,英德西,2015-3-28 10:11,2015-3-28 10:11,2015-3-28 10:12,2015-3-28 10:12,II道
G832,2015-03-28,英德西,2015-3-28 10:20,2015-3-28 10:22,2015-3-28 10:22,2015-3-28 10:24,4道
G6022,2015-03-28,英德西,2015-3-28 10:32,2015-3-28 10:32,2015-3-28 10:33,2015-3-28 10:33,II道
G552,2015-03-28,英德西,2015-3-28 10:37,2015-3-28 10:37,2015-3-28 10:38,2015-3-28 10:38,II道
G276,2015-03-28,英德西,2015-3-28 10:46,2015-3-28 10:46,2015-3-28 10:45,2015-3-28 10:45,II道
G1110,2015-03-28,英德西,2015-3-28 10:53,2015-3-28 10:54,2015-3-28 10:52,2015-3-28 10:54,4道
G1032,2015-03-28,英德西,2015-3-28 11:00,2015-3-28 11:00,2015-3-28 11:03,2015-3-28 11:03,II道
G6122,2015-03-28,英德西,2015-3-28 11:07,2015-3-28 11:07,2015-3-28 11:08,2015-3-28 11:08,II道
G544,2015-03-28,英德西,2015-3-28 11:12,2015-3-28 11:12,2015-3-28 11:13,2015-3-28 11:13,II道
G1404,2015-03-28,英德西,2015-3-28 11:25,2015-3-28 11:25,2015-3-28 11:25,2015-3-28 11:25,II道
G1014,2015-03-28,英德西,2015-3-28 11:29,2015-3-28 11:29,2015-3-28 11:30,2015-3-28 11:30,II道
G636,2015-03-28,英德西,2015-3-28 11:36,2015-3-28 11:38,2015-3-28 11:38,2015-3-28 11:40,4道
G6012,2015-03-28,英德西,2015-3-28 11:47,2015-3-28 11:47,2015-3-28 11:48,2015-3-28 11:48,II道
G6026,2015-03-28,英德西,2015-3-28 11:54,2015-3-28 11:54,2015-3-28 11:56,2015-3-28 11:56,II道
G1130,2015-03-28,英德西,2015-3-28 12:03,2015-3-28 12:03,2015-3-28 12:03,2015-3-28 12:03,II道
G6014,2015-03-28,英德西,2015-3-28 12:20,2015-3-28 12:20,2015-3-28 12:21,2015-3-28 12:21,II道
G682,2015-03-28,英德西,2015-3-28 12:26,2015-3-28 12:26,2015-3-28 12:27,2015-3-28 12:27,II道
G638,2015-03-28,英德西,2015-3-28 12:31,2015-3-28 12:31,2015-3-28 12:33,2015-3-28 12:33,II道
G826,2015-03-28,英德西,2015-3-28 12:40,2015-3-28 12:41,2015-3-28 12:41,2015-3-28 12:43,4道
G86,2015-03-28,英德西,2015-3-28 12:48,2015-3-28 12:48,2015-3-28 12:50,2015-3-28 12:50,II道
G1126,2015-03-28,英德西,2015-3-28 12:58,2015-3-28 12:58,2015-3-28 12:57,2015-3-28 12:57,II道
G6002,2015-03-28,英德西,2015-3-28 13:02,2015-3-28 13:02,2015-3-28 13:03,2015-3-28 13:03,II道
G1114,2015-03-28,英德西,2015-3-28 13:14,2015-3-28 13:14,2015-3-28 13:15,2015-3-28 13:15,II道
G1006,2015-03-28,英德西,2015-3-28 13:21,2015-3-28 13:21,2015-3-28 13:23,2015-3-28 13:23,II道
G1138,2015-03-28,英德西,2015-3-28 13:32,2015-3-28 13:35,2015-3-28 13:34,2015-3-28 13:36,4道
G6024,2015-03-28,英德西,2015-3-28 13:43,2015-3-28 13:43,2015-3-28 13:44,2015-3-28 13:44,II道
G634,2015-03-28,英德西,2015-3-28 13:47,2015-3-28 13:47,2015-3-28 13:50,2015-3-28 13:50,II道
G1004,2015-03-28,英德西,2015-3-28 13:55,2015-3-28 13:55,2015-3-28 13:56,2015-3-28 13:56,II道
G1128,2015-03-28,英德西,2015-3-28 14:01,2015-3-28 14:01,2015-3-28 14:02,2015-3-28 14:02,II道
G6142,2015-03-28,英德西,2015-3-28 14:07,2015-3-28 14:07,2015-3-28 14:08,2015-3-28 14:08,II道
G1018,2015-03-28,英德西,2015-3-28 14:22,2015-3-28 14:22,2015-3-28 14:24,2015-3-28 14:24,II道
G6020,2015-03-28,英德西,2015-3-28 14:31,2015-3-28 14:33,2015-3-28 14:32,2015-3-28 14:34,4道
G1022,2015-03-28,英德西,2015-3-28 14:40,2015-3-28 14:40,2015-3-28 14:42,2015-3-28 14:42,II道
G280,2015-03-28,英德西,2015-3-28 14:45,2015-3-28 14:45,2015-3-28 14:47,2015-3-28 14:47,II道
G1302,2015-03-28,英德西,2015-3-28 15:04,2015-3-28 15:04,2015-3-28 15:07,2015-3-28 15:07,II道
G840,2015-03-28,英德西,2015-3-28 15:10,2015-3-28 15:10,2015-3-28 15:12,2015-3-28 15:12,II道
G6114,2015-03-28,英德西,2015-3-28 15:25,2015-3-28 15:25,2015-3-28 15:26,2015-3-28 15:26,II道
G1402,2015-03-28,英德西,2015-3-28 15:32,2015-3-28 15:34,2015-3-28 15:33,2015-3-28 15:35,4道
G6018,2015-03-28,英德西,2015-3-28 15:42,2015-3-28 15:42,2015-3-28 15:44,2015-3-28 15:44,II道
G1010,2015-03-28,英德西,2015-3-28 15:52,2015-3-28 15:52,2015-3-28 15:52,2015-3-28 15:52,II道
G78,2015-03-28,英德西,2015-3-28 15:59,2015-3-28 15:59,2015-3-28 15:59,2015-3-28 15:59,II道
G1134,2015-03-28,英德西,2015-3-28 16:05,2015-3-28 16:05,2015-3-28 16:06,2015-3-28 16:06,II道
G6102,2015-03-28,英德西,2015-3-28 16:12,2015-3-28 16:12,2015-3-28 16:12,2015-3-28 16:12,II道
G6028,2015-03-28,英德西,2015-3-28 16:17,2015-3-28 16:17,2015-3-28 16:19,2015-3-28 16:19,II道
G1020,2015-03-28,英德西,2015-3-28 16:33,2015-3-28 16:33,2015-3-28 16:33,2015-3-28 16:33,II道
G72,2015-03-28,英德西,2015-3-28 16:37,2015-3-28 16:37,2015-3-28 16:38,2015-3-28 16:38,II道
G1112,2015-03-28,英德西,2015-3-28 16:45,2015-3-28 16:48,2015-3-28 16:48,2015-3-28 16:50,4道
G1012,2015-03-28,英德西,2015-3-28 17:01,2015-3-28 17:01,2015-3-28 17:03,2015-3-28 17:03,II道
G6104,2015-03-28,英德西,2015-3-28 17:07,2015-3-28 17:07,2015-3-28 17:08,2015-3-28 17:08,II道
G554,2015-03-28,英德西,2015-3-28 17:14,2015-3-28 17:14,2015-3-28 17:15,2015-3-28 17:15,II道
G6152,2015-03-28,英德西,2015-3-28 17:21,2015-3-28 17:24,2015-3-28 17:23,2015-3-28 17:25,4道
G1304,2015-03-28,英德西,2015-3-28 17:33,2015-3-28 17:33,2015-3-28 17:32,2015-3-28 17:32,II道
G1122,2015-03-28,英德西,2015-3-28 17:39,2015-3-28 17:42,2015-3-28 17:41,2015-3-28 17:43,4道
G1120,2015-03-28,英德西,2015-3-28 17:50,2015-3-28 17:50,2015-3-28 17:52,2015-3-28 17:52,II道
G1102,2015-03-28,英德西,2015-3-28 18:02,2015-3-28 18:02,2015-3-28 18:03,2015-3-28 18:03,II道
G1140,2015-03-28,英德西,2015-3-28 18:18,2015-3-28 18:18,2015-3-28 18:20,2015-3-28 18:20,II道
G6016,2015-03-28,英德西,2015-3-28 18:25,2015-3-28 18:25,2015-3-28 18:26,2015-3-28 18:26,II道
G6132,2015-03-28,英德西,2015-3-28 18:36,2015-3-28 18:36,2015-3-28 18:37,2015-3-28 18:37,II道
G822,2015-03-28,英德西,2015-3-28 18:41,2015-3-28 18:41,2015-3-28 18:43,2015-3-28 18:43,II道
G6120,2015-03-28,英德西,2015-3-28 18:48,2015-3-28 18:48,2015-3-28 18:50,2015-3-28 18:50,II道
G96,2015-03-28,英德西,2015-3-28 19:09,2015-3-28 19:09,2015-3-28 19:10,2015-3-28 19:10,II道
G6108,2015-03-28,英德西,2015-3-28 19:31,2015-3-28 19:31,2015-3-28 19:33,2015-3-28 19:33,II道
G542,2015-03-28,英德西,2015-3-28 19:45,2015-3-28 19:45,2015-3-28 19:46,2015-3-28 19:46,II道
G66,2015-03-28,英德西,2015-3-28 19:53,2015-3-28 19:53,2015-3-28 19:53,2015-3-28 19:53,II道
G6106,2015-03-28,英德西,2015-3-28 20:20,2015-3-28 20:20,2015-3-28 20:21,2015-3-28 20:21,II道
G70,2015-03-28,英德西,2015-3-28 20:26,2015-3-28 20:26,2015-3-28 20:27,2015-3-28 20:27,II道
G1008,2015-03-28,英德西,2015-3-28 21:14,2015-3-28 21:16,2015-3-28 21:16,2015-3-28 21:18,4道
